Riding	Date	Candidate	Party	Votes	Elected
Patea	9/1/1951	Sheat WA	NAT	7910	1
Patea	9/1/1951	Finer FW	LAB	5443	0
Patea	7/31/1954	Sheat WA	IN	3648	1
Patea	7/31/1954	Winchcombe BR	LAB	3630	0
Patea	7/31/1954	Duggan J	LIB	305	0
Patea	11/13/1954	Jack RE	NAT	5547	1
Patea	11/13/1954	Winchcombe BR	LAB	4885	0
Patea	11/13/1954	Dawson RE	SC	1879	0
Patea	11/30/1957	Jack RE	NAT	6172	1
Patea	11/30/1957	Winchcombe BR	LAB	5270	0
Patea	11/30/1957	Mullins TG	SC	1262	0
Patea	11/30/1957	Duggan J	LIB	158	0
Patea	11/26/1960	Jack RE	NAT	6420	1
Patea	11/26/1960	Vallely DC	LAB	4116	0
Patea	11/26/1960	Mullins TG	SC	2076	0
Pencarrow	11/25/1978	Colman FMacD	LAB	9679	1
Pencarrow	11/25/1978	Newell BR	NAT	6030	0
Pencarrow	11/25/1978	Reeves BE	SC	1901	0
Pencarrow	11/25/1978	Gardiner Mrs AB	V	596	0
Pencarrow	11/28/1981	Colman FMacD	LAB	9745	1
Pencarrow	11/28/1981	Amaru WK	NAT	5680	0
Pencarrow	11/28/1981	Moore RC	SC	2692	0
Pencarrow	7/14/1984	Colman FMacD	LAB	10338	1
Pencarrow	7/14/1984	Cranston KJB	NAT	4920	0
Pencarrow	7/14/1984	Wickens C	NZP	2992	0
Pencarrow	7/14/1984	Lyth P	SC	664	0
Pencarrow	8/15/1987	Davies Mrs SML	LAB	7524	1
Pencarrow	8/15/1987	Harvey AW	NAT	5673	0
Pencarrow	8/15/1987	Greig IS	LL	3686	0
Pencarrow	8/15/1987	Carter PJ	DEM	834	0
Pencarrow	8/15/1987	Renata PO	IL	490	0
Pencarrow	8/15/1987	Dransfield SRO	RO	126	0
Pencarrow	8/15/1987	Morrison JB	MS	119	0
Petone	11/27/1946	Moohan M	LAB	8545	1
Petone	11/27/1946	London G	NAT	4526	0
Petone	11/30/1949	Moohan M	LAB	7721	1
Petone	11/30/1949	Croft NP	NAT	5194	0
Petone	11/30/1949	Quinn AP	C	207	0
Petone	9/1/1951	Moohan M	LAB	7502	1
Petone	9/1/1951	Croft NP	NAT	5367	0
Petone	11/13/1954	Moohan M	LAB	8831	1
Petone	11/13/1954	Soward FW	NAT	4620	0
Petone	11/13/1954	Allan RL	SC	859	0
Petone	11/13/1954	Birchfield Mrs C	C	120	0
Petone	11/30/1957	Moohan M	LAB	9401	1
Petone	11/30/1957	Riddiford DJ	NAT	5242	0
Petone	11/30/1957	Long DG	SC	737	0
Petone	11/26/1960	Moohan M	LAB	8738	1
Petone	11/26/1960	Martin RM	NAT	5820	0
Petone	11/26/1960	Long DG	SC	1052	0
Petone	11/30/1963	Moohan M	LAB	8875	1
Petone	11/30/1963	Love PM	NAT	6427	0
Petone	11/30/1963	Foulger TF	SC	688	0
Petone	11/30/1963	Stancliff CG	I	175	0
Petone	11/26/1966	Moohan M	LAB	8301	1
Petone	11/26/1966	Miller JW	NAT	5694	0
Petone	11/26/1966	Whitmill CJ	SC	1929	0
Petone	4/15/1967	Colman FMacD	LAB	7086	1
Petone	4/15/1967	Martin RM	NAT	4003	0
Petone	4/15/1967	Whitmill CJ	SC	1888	0
Petone	11/29/1969	Colman FMacD	LAB	8514	1
Petone	11/29/1969	Handy FJ	NAT	5064	0
Petone	11/29/1969	Walker KH	SC	880	0
Petone	11/25/1972	Colman FMacD	LAB	9334	1
Petone	11/25/1972	Ursin NG	NAT	3994	0
Petone	11/25/1972	Moore RC	SC	698	0
Petone	11/25/1972	Frost LB	V	674	0
Petone	11/25/1972	Tyley Mrs EGM	ND	90	0
Petone	11/29/1975	Colman FMacD	LAB	8333	1
Petone	11/29/1975	Gluyas BR	NAT	5499	0
Petone	11/29/1975	Donaldson IG	V	1168	0
Petone	11/29/1975	Moore RC	SC	1155	0
Petone	11/29/1975	Broderick JAP	LIB	62	0
Petone	11/29/1975	Johnson RS	SA	31	0
Piako	11/27/1946	Goosman WS	NAT	8925	1
Piako	11/27/1946	Waters EA	LAB	3824	0
Piako	11/30/1949	Goosman WS	NAT	9599	1
Piako	11/30/1949	Kenah GP	LAB	3333	0
Piako	9/1/1951	Goosman WS	NAT	9386	1
Piako	9/1/1951	Kenah GP	LAB	3022	0
Piako	11/30/1957	Goosman WS	NAT	7650	1
Piako	11/30/1957	Walker AL	LAB	3838	0
Piako	11/30/1957	Thompson Mrs SM	SC	1271	0
Piako	11/26/1960	Goosman WS	NAT	8500	1
Piako	11/26/1960	Uttinger HJ	LAB	3124	0
Piako	11/26/1960	Barrowclough ME	SC	1555	0
Piako	11/30/1963	Sim GF	NAT	8105	1
Piako	11/30/1963	Shewan NRD	LAB	2579	0
Piako	11/30/1963	Barrowclough ME	SC	1282	0
Piako	11/30/1963	Annals RB	LIB	520	0
Piako	11/26/1966	Luxton JF	NAT	6974	1
Piako	11/26/1966	Barrowclough ME	SC	3090	0
Piako	11/26/1966	Smith MR	LAB	2340	0
Piako	11/29/1969	Luxton JF	NAT	7881	1
Piako	11/29/1969	Bryant GW	SC	3455	0
Piako	11/29/1969	May RB	LAB	2572	0
Piako	11/25/1972	Luxton JF	NAT	8421	1
Piako	11/25/1972	Howell IL	LAB	3949	0
Piako	11/25/1972	Mikkelson AR	SC	2250	0
Piako	11/25/1972	Pond JA	I	430	0
Piako	11/25/1972	Burnham TG	ND	151	0
Piako	11/29/1975	Luxton JF	NAT	10248	1
Piako	11/29/1975	Clark Ms HE	LAB	4074	0
Piako	11/29/1975	Mikkelson AR	SC	2322	0
Piako	11/29/1975	Child Ms SR	V	460	0
Ponsonby	11/27/1946	MacDonald RL	LAB	8314	1
Ponsonby	11/27/1946	Dempsey PE	NAT	4883	0
Ponsonby	11/30/1949	MacDonald RL	LAB	7439	1
Ponsonby	11/30/1949	Kingston BH	NAT	5161	0
Ponsonby	11/30/1949	Jamieson WF	INDLIB	169	0
Ponsonby	11/30/1949	Smith HM	C	140	0
Ponsonby	9/1/1951	MacDonald RL	LAB	6855	1
Ponsonby	9/1/1951	Dempsey PE	NAT	5351	0
Ponsonby	11/13/1954	MacDonald RL	LAB	8684	1
Ponsonby	11/13/1954	Barry HG	NAT	4734	0
Ponsonby	11/13/1954	Stackpole JR	SC	716	0
Ponsonby	11/13/1954	McLeod HJ	C	186	0
Ponsonby	11/30/1957	MacDonald RL	LAB	11029	1
Ponsonby	11/30/1957	Smith GF	NAT	4437	0
Ponsonby	11/30/1957	ROSS WA	SC	686	0
Ponsonby	11/30/1957	Jackson GE	C	286	0
Ponsonby	11/26/1960	MacDonald RL	LAB	9138	1
Ponsonby	11/26/1960	McLaughlan NF	NAT	4394	0
Ponsonby	11/26/1960	Ross WA	SC	612	0
Ponsonby	11/26/1960	Jackson GE	C	361	0
Porirua	11/30/1963	May HLJ	LAB	8096	1
Porirua	11/30/1963	Miller JW	NAT	4935	0
Porirua	11/30/1963	Hart DT	SC	767	0
Porirua	11/30/1963	Heptingall TJ	C	159	0
Porirua	11/26/1966	May HLJ	LAB	7807	1
Porirua	11/26/1966	Stevenson CRB	NAT	5879	0
Porirua	11/26/1966	Blackwell RO	SC	1335	0
Porirua	11/26/1966	Manson JA	C	161	0
Porirua	11/29/1969	Wall GA	LAB	8927	1
Porirua	11/29/1969	Mitchell PW	NAT	6183	0
Porirua	11/29/1969	Vincent JR	SC	891	0
Porirua	11/29/1969	Stanton KSC	C	236	0
Porirua	11/25/1972	Wall GA	LAB	8528	1
Porirua	11/25/1972	Doughty RA	NAT	4129	0
Porirua	11/25/1972	Smith Mrs HM	V	1051	0
Porirua	11/25/1972	Green NG	SC	487	0
Porirua	11/25/1972	Douglas KG	SU	68	0
Porirua	11/25/1972	Prangley ED	ND	52	0
Porirua	11/29/1975	Wall GA	LAB	7692	1
Porirua	11/29/1975	Doughty RA	NAT	5427	0
Porirua	11/29/1975	Smith Mrs HM	V	2176	0
Porirua	11/29/1975	Pownall M	SC	834	0
Porirua	11/29/1975	Douglas KG	SU	46	0
Porirua	11/25/1978	Wall GA	LAB	8142	1
Porirua	11/25/1978	Perry AHC	NAT	4485	0
Porirua	11/25/1978	Brittain Ms EA	SC	2177	0
Porirua	11/25/1978	Smith Mrs HM	V	2043	0
Porirua	11/25/1978	Douglas KG	SU	70	0
Porirua	11/28/1981	Wall GA	LAB	7965	1
Porirua	11/28/1981	Brittain Ms EA	SC	4326	0
Porirua	11/28/1981	Pesamino A	NAT	3465	0
Porirua	11/28/1981	Walpole GE	I	1136	0
Porirua	11/28/1981	Metekingi MT	I	84	0
Porirua	11/28/1981	Van de Ven PJ	SU	52	0
Porirua	7/14/1984	Well GA	LAB	9801	1
Porirua	7/14/1984	Gadsby AL	NAT	4383	0
Porirua	7/14/1984	Murrie Mrs A	NZP	2700	0
Porirua	7/14/1984	Onderwood HW	SC	863	0
Porirua	7/14/1984	Mete Kingi MT	MM	125	0
Porirua	7/14/1984	Stanton KSC	ICS	90	0
Porirua	8/15/1987	Kelly GO	LAB	8015	1
Porirua	8/15/1987	Gedsby AL	NAT	4484	0
Porirua	8/15/1987	Duncan MO	IL	2004	0
Porirua	8/15/1987	England RW	OEM	609	0
Porirua	8/15/1987	Kelekolio M	IL	390	0
Porirua	8/15/1987	Mete Klngl MT	MM	225	0
Porirua	8/15/1987	Bradley PR	SA	154	0
Raglan	11/27/1946	Baxter AC	LAB	6821	1
Raglan	11/27/1946	Johnstone H	NAT	6808	0
Raglan	11/30/1949	Johnstone H	NAT	7846	1
Raglan	11/30/1949	Baxter AC	LAB	6824	0
Raglan	9/1/1951	Johnstone H	NAT	8364	1
Raglan	9/1/1951	Wilson JH	LAB	6598	0
Raglan	11/13/1954	Johnstone H	NAT	6555	1
Raglan	11/13/1954	Wilson JH	LAB	5698	0
Raglan	11/13/1954	Magner WL	SC	817	0
Raglan	11/30/1957	Carter DJ	NAT	6271	1
Raglan	11/30/1957	Baxter AC	LAB	6110	0
Raglan	11/30/1957	Roberts FC	SC	1106	0
Raglan	11/26/1960	Carter DJ	NAT	6919	1
Raglan	11/26/1960	Baxter AC	LAB	5548	0
Raglan	11/26/1960	Thompson Mrs SM	SC	720	0
Raglan	11/26/1960	Christie WE	I	101	0
Raglan	11/30/1963	Carter DJ	NAT	7251	1
Raglan	11/30/1963	Uttinger HJ	LAB	5401	0
Raglan	11/30/1963	Devcich JV	SC	1038	0
Raglan	11/30/1963	Jones UVL	LIB	332	0
Raglan	11/30/1963	Crook HW	C	114	0
Raglan	11/26/1966	Carter DJ	NAT	7288	1
Raglan	11/26/1966	Little RN	LAB	5629	0
Raglan	11/26/1966	Murphy JW	SC	2571	0
Raglan	11/26/1966	Crook HW	C	94	0
Raglan	11/29/1969	Carter DJ	NAT	7140	1
Raglan	11/29/1969	Sinclair DI	LAB	6547	0
Raglan	11/29/1969	Murphy JW	SC	1439	0
Raglan	11/29/1969	Cameron RHT	CP	292	0
Raglan	11/25/1972	Carter DJ	NAT	7498	1
Raglan	11/25/1972	Smith AJ	LAB	6148	0
Raglan	11/25/1972	Wheeler TA	SC	1482	0
Raglan	11/25/1972	Weal TK	ND	264	0
Raglan	11/25/1972	Cameron RHT	LR	156	0
Raglan	11/29/1975	Waring Miss MJ	NAT	9895	1
Raglan	11/29/1975	Pickering WD	LAB	6139	0
Raglan	11/29/1975	Kensington LH	SC	1719	0
Raglan	11/29/1975	Cameron RL	V	434	0
Raglan	7/14/1984	Upton SD	NAT	8448	1
Raglan	7/14/1984	Holmes Ms L	LAB	6472	0
Raglan	7/14/1984	Jowsey T	NZP	2181	0
Raglan	7/14/1984	James V	SC	1443	0
Raglan	8/15/1987	Upton SD	NAT	9923	1
Raglan	8/15/1987	Ms Scaletti-LongleyOI	LAB	6652	0
Raglan	8/15/1987	Burrows BV	DEM	862	0
Raglan	8/15/1987	Forbes MA	MS	178	0
Rakaia	11/25/1972	McLachlan CCA	NAT	8557	1
Rakaia	11/25/1972	Clark HA	LAB	6424	0
Rakaia	11/25/1972	Hooper RH	SC	754	0
Rakaia	11/25/1972	Wall EV	ND	90	0
Rakaia	11/29/1975	McLachlan CCA	NAT	10532	1
Rakaia	11/29/1975	Lowrie GW	LAB	5295	0
Rakaia	11/29/1975	Brinsdon JB	SC	988	0
Rakaia	11/29/1975	Brocx BM	V	743	0
Rangiora	11/30/1963	Pickering HEL	NAT	7556	1
Rangiora	11/30/1963	Tirikatene MissTWH	LAB	6131	0
Rangiora	11/30/1963	Clark J	SC	1040	0
Rangiora	11/26/1966	Pickering HEL	NAT	7338	1
Rangiora	11/26/1966	Tirikatene MissTWM	LAB	6381	0
Rangiora	11/26/1966	Bere JA	SC	1598	0
Rangiora	11/29/1969	Pickering HEL	NAT	8428	1
Rangiora	11/29/1969	Piesse PE	LAB	7285	0
Rangiora	11/29/1969	Moore Mrs LL	SC	1314	0
Rangiora	11/25/1972	Burke TK	LAB	8245	1
Rangiora	11/25/1972	Hartt AE	NAT	7379	0
Rangiora	11/25/1972	Fountain JS	SC	645	0
Rangiora	11/25/1972	Peters AC	V	161	0
Rangiora	11/25/1972	McCaskey JSJ	LR	118	0
Rangiora	11/25/1972	Gray LJ	ND	55	0
Rangiora	11/25/1972	Beaumont OV	UM	49	0
Rangiora	11/29/1975	Quigley DF	NAT	10499	1
Rangiora	11/29/1975	Burke TK	LAB	9113	0
Rangiora	11/29/1975	Green WQ	V	820	0
Rangiora	11/29/1975	Fountain JS	SC	633	0
Rangiora	11/25/1978	Quigley DF	NAT	9729	1
Rangiora	11/25/1978	McKenzie DS	LAB	8564	0
Rangiora	11/25/1978	Barwood AW	SC	2195	0
Rangiora	11/25/1978	Schluter RH	V	433	0
Rangiora	11/28/1981	Quigley DF	NAT	10472	1
Rangiora	11/28/1981	Hayward CGM	LAB	9540	0
Rangiora	11/28/1981	Morgan WF	SC	2470	0
Rangiora	7/14/1984	Gerard RJ	NAT	8895	1
Rangiora	7/14/1984	Tomlinson BC	LAB	8549	0
Rangiora	7/14/1984	Gardner WS	NZP	2631	0
Rangiora	7/14/1984	Moore GS	SC	820	0
Rangiora	8/15/1987	Gerard RJ	NAT	11413	1
Rangiora	8/15/1987	Constable IC	LAB	9281	0
Rangiora	8/15/1987	Moore GS	DEM	756	0
Rangiora	8/15/1987	McCaskey JSJ	NZP	171	0
Rangiriri	11/25/1978	Birch WF	NAT	7934	1
Rangiriri	11/25/1978	McKee RF	LAB	5658	0
Rangiriri	11/25/1978	Gilberd RC	SC	2824	0
Rangiriri	11/25/1978	Cameron JB	V	238	0
Rangiriri	11/28/1981	Birch WF	NAT	8148	1
Rangiriri	11/28/1981	Haywood R	LAB	5144	0
Rangiriri	11/28/1981	Gilberd RC	SC	4105	0
Rangitikei	11/27/1946	Gordon EBK	NAT	7647	1
Rangitikei	11/27/1946	Capstick JJD	LAB	5340	0
Rangitikei	11/30/1949	Gordon EBK	NAT	8101	1
Rangitikei	11/30/1949	De Malmanche ER	LAB	4791	0
Rangitikei	9/1/1951	Gordon EBK	NAT	8163	1
Rangitikei	9/1/1951	Dalzell FA	LAB	4486	0
Rangitikei	11/13/1954	Shelton NL	NAT	7149	1
Rangitikei	11/13/1954	Roberton SM	LAB	4470	0
Rangitikei	11/13/1954	McGregor D	SC	1463	0
Rangitikei	11/30/1957	Shelton NL	NAT	7584	1
Rangitikei	11/30/1957	Roberton SM	LAB	4601	0
Rangitikei	11/30/1957	Needham FM	SC	1286	0
Rangitikei	11/26/1960	Shelton NL	NAT	7701	1
Rangitikei	11/26/1960	Cameron SA	LAB	3812	0
Rangitikei	11/26/1960	Needham FM	SC	1894	0
Rangitikei	11/30/1963	Shelton NL	NAT	7898	1
Rangitikei	11/30/1963	Wiseman RJ	LAB	3591	0
Rangitikei	11/30/1963	Needham FM	SC	1867	0
Rangitikei	11/26/1966	Shelton NL	NAT	7375	1
Rangitikei	11/26/1966	Wiseman RJ	LAB	3370	0
Rangitikei	11/26/1966	Smith J	SC	2396	0
Rangitikei	11/29/1969	Shelton NL	NAT	9077	1
Rangitikei	11/29/1969	Duggan DJ	LAB	4863	0
Rangitikei	11/29/1969	Hills TP	SC	1378	0
Rangitikei	11/29/1969	Bartlett AW	CP	434	0
Rangitikei	11/25/1972	Jack Sir Roy	NAT	7060	1
Rangitikei	11/25/1972	Pearce NR	LAB	4023	0
Rangitikei	11/25/1972	Beetham BC	SC	3309	0
Rangitikei	11/25/1972	Weal LJ	ND	58	0
Rangitikei	11/29/1975	Jack Sir Roy	NAT	7631	1
Rangitikei	11/29/1975	Beetham BC	SC	5875	0
Rangitikei	11/29/1975	Pearce NR	LAB	2263	0
Rangitikei	11/29/1975	Throp Ms SL	V	253	0
Rangitikei	11/29/1975	Thurston DE	DI	119	0
Rangitikei	2/18/1978	Beetham BC	SC	6804	1
Rangitikei	2/18/1978	Bull J	NAT	5469	0
Rangitikei	2/18/1978	Stewart JJ	LAB	1614	0
Rangitikei	2/18/1978	Hocking JD	V	264	0
Rangitikei	2/18/1978	Leniston M	I	13	0
Rangitikei	11/25/1978	Beetham BC	SC	10569	1
Rangitikei	11/25/1978	Gandar LW	NAT	7716	0
Rangitikei	11/25/1978	Hodgson MG	LAB	1490	0
Rangitikei	11/25/1978	Hocking JD	V	291	0
Rangitikei	11/28/1981	Beetham BC	SC	10321	1
Rangitikei	11/28/1981	Bardwell PM	NAT	7945	0
Rangitikei	11/28/1981	O'Connor ME	LAB	1982	0
Rangitikei	11/28/1981	Hocking JD	V	194	0
Rangitikei	7/14/1984	Marshall DWA	NAT	8370	1
Rangitikei	7/14/1984	Beetham BC	SC	7866	0
Rangitikei	7/14/1984	Walpole GE	LAB	2571	0
Rangitikei	7/14/1984	MacPherson IW	NZP	1079	0
Rangitikei	8/15/1987	Marshall DWA	NAT	9480	1
Rangitikei	8/15/1987	Beetham BC	DEM	5441	0
Rangitikei	8/15/1987	Srhoj DJ	LAB	3270	0
Rangitikei	8/15/1987	Jensen HW	NC	85	0
Rangitikei	8/15/1987	Martin GJJ	MS	77	0
Remuera	11/27/1946	Algie RM	NAT	8512	1
Remuera	11/27/1946	Freeman J	LAB	4102	0
Remuera	11/30/1949	Algie RM	NAT	8878	1
Remuera	11/30/1949	Watt H	LAB	3799	0
Remuera	9/1/1951	Algie RM	NAT	8727	1
Remuera	9/1/1951	Tizard RJ	LAB	3381	0
Remuera	11/13/1954	Algie RM	NAT	8415	1
Remuera	11/13/1954	Tizard RJ	LAB	4871	0
Remuera	11/13/1954	Richards HL	SC	944	0
Remuera	11/30/1957	Algie RM	NAT	9717	1
Remuera	11/30/1957	Penney RG	LAB	4951	0
Remuera	11/30/1957	Wood Mrs EM	SC	759	0
Remuera	11/26/1960	Algie RM	NAT	10212	1
Remuera	11/26/1960	Gustafson BS	LAB	4103	0
Remuera	11/26/1960	Morley Mrs M	SC	692	0
Remuera	11/30/1963	Algie RM	NAT	10772	1
Remuera	11/30/1963	Goodall FN	LAB	3771	0
Remuera	11/30/1963	Clark Mrs MM	SC	672	0
Remuera	11/30/1963	Addison OA	LIB	602	0
Remuera	11/26/1966	Highet DA	NAT	10127	1
Remuera	11/26/1966	Nairn WC	LAB	3467	0
Remuera	11/26/1966	Clark Mrs MM	SC	1651	0
Remuera	11/29/1969	Highet DA	NAT	12153	1
Remuera	11/29/1969	Keith HHC	LAB	5056	0
Remuera	11/29/1969	Clark Mrs MM	SC	974	0
Remuera	11/25/1972	Highet DA	NAT	9869	1
Remuera	11/25/1972	Stanton LR	LAB	3751	0
Remuera	11/25/1972	Clough RC	V	1736	0
Remuera	11/25/1972	Clark Mrs MM	SC	893	0
Remuera	11/25/1972	Campbell CC	I	237	0
Remuera	11/25/1972	Cox BW	ND	59	0
Remuera	11/29/1975	Highet DA	NAT	11483	1
Remuera	11/29/1975	Mead GB	LAB	2827	0
Remuera	11/29/1975	Davies WF	V	2363	0
Remuera	11/29/1975	Clark Mrs MM	SC	809	0
Remuera	11/29/1975	Gee LDB	RL	483	0
Remuera	11/29/1975	Wallace Miss CC	A	55	0
Remuera	11/25/1978	Highet DA	NAT	9511	1
Remuera	11/25/1978	Goffin Mrs LP	LAB	3740	0
Remuera	11/25/1978	Hagen EA	SC	2062	0
Remuera	11/25/1978	Fitzsimmons Mrs JM	V	1288	0
Remuera	11/25/1978	Weal TK	CDU	338	0
Remuera	11/25/1978	Crowther Mrs PS	RL	245	0
Remuera	11/28/1981	Highet DA	NAT	9630	1
Remuera	11/28/1981	Tizard Ms JN	LAB	4525	0
Remuera	11/28/1981	Hagen EA	SC	2755	0
Remuera	11/28/1981	Fitzsimmons Mrs JM	V	475	0
Remuera	11/28/1981	Moses ML	IC	189	0
Remuera	11/28/1981	Harker BR	LSD	107	0
Remuera	7/14/1984	Graham DAM	NAT	9102	1
Remuera	7/14/1984	Sandford KL	NZP	5619	0
Remuera	7/14/1984	Sellwood WK	LAB	4914	0
Remuera	7/14/1984	Park TK	SC	599	0
Remuera	7/14/1984	Symons CJ	V	217	0
Remuera	8/15/1987	Graham DAM	NAT	9770	1
Remuera	8/15/1987	Tizard Ms JN	LAB	9364	0
Remuera	8/15/1987	Clegg Ms BF	DEM	319	0
Remuera	8/15/1987	Martin Ms SH	NZP	175	0
Remuera	8/15/1987	Ward DK	ARA	107	0
Riccarton	11/27/1946	McLagan A	LAB	8974	1
Riccarton	11/27/1946	Wilson VW	NAT	5099	0
Riccarton	11/30/1949	McLagan A	LAB	8613	1
Riccarton	11/30/1949	Lake HR	NAT	5906	0
Riccarton	11/30/1949	Taylor R	C	204	0
Riccarton	9/1/1951	McLagan A	LAB	8506	1
Riccarton	9/1/1951	Wills EP	NAT	6241	0
Riccarton	11/13/1954	McLagan A	LAB	8195	1
Riccarton	11/13/1954	Dingwall BG	NAT	3852	0
Riccarton	11/13/1954	Colechin JE	SC	2599	0
Riccarton	10/27/1954	Connelly MA	LAB	6549	1
Riccarton	10/27/1954	Dingwall BG	NAT	2691	0
Riccarton	10/27/1954	Owen WB	SC	1379	0
Riccarton	10/27/1954	Yealands E	ISC	28	0
Riccarton	10/27/1954	Grenfell IC	I	11	0
Riccarton	11/30/1957	Connelly MA	LAB	8128	1
Riccarton	11/30/1957	Sergei Mrs DV	NAT	5261	0
Riccarton	11/30/1957	Colechin JE	SC	740	0
Riccarton	11/26/1960	Connelly MA	LAB	8342	1
Riccarton	11/26/1960	Sergei Mrs DV	NAT	6320	0
Riccarton	11/26/1960	Cullen CE	SC	1019	0
Riccarton	11/30/1963	Connelly MA	LAB	8670	1
Riccarton	11/30/1963	Wilson IGB	NAT	6120	0
Riccarton	11/30/1963	Cullen CE	SC	1101	0
Riccarton	11/26/1966	Connelly MA	LAB	8834	1
Riccarton	11/26/1966	Wilson IGB	NAT	6109	0
Riccarton	11/26/1966	Cullen CE	SC	1989	0
Riccarton	11/29/1969	Holland ESF	NAT	9942	1
Riccarton	11/29/1969	McEwan AC	LAB	7003	0
Riccarton	11/29/1969	Cullen CE	SC	897	0
Riccarton	11/25/1972	Holland ESF	NAT	9451	1
Riccarton	11/25/1972	Jackson DI	LAB	7287	0
Riccarton	11/25/1972	Lusk PJ	V	441	0
Riccarton	11/25/1972	Biggs JA	SC	410	0
Riccarton	11/25/1972	Cullen CE	ND	91	0
Riccarton	11/25/1972	Constable ESW	I	26	0
Riccarton	11/29/1975	Holland ESF	NAT	10937	1
Riccarton	11/29/1975	Johnson DA	LAB	6171	0
Riccarton	11/29/1975	Hughes BJ	V	1440	0
Riccarton	11/29/1975	Biggs JA	SC	503	0
Riccarton	11/29/1975	Downham BPS	IBC	55	0
Rodney	11/27/1946	Webb TC	NAT	8178	1
Rodney	11/27/1946	Dixon AB	LAB	5328	0
Rodney	11/30/1949	Webb TC	NAT	9626	1
Rodney	11/30/1949	Learning AL	LAB	5080	0
Rodney	9/1/1951	Webb TC	NAT	10010	1
Rodney	9/1/1951	Learning AL	LAB	5117	0
Rodney	11/13/1954	Scott WJ	NAT	7113	1
Rodney	11/13/1954	Hellyn A	LAB	3843	0
Rodney	11/13/1954	Hunter GD	SC	2389	0
Rodney	11/30/1957	Scott WJ	NAT	6815	1
Rodney	11/30/1957	Webber GT	LAB	3703	0
Rodney	11/30/1957	Hunter GD	SC	2423	0
Rodney	11/26/1960	Scott WJ	NAT	7728	1
Rodney	11/26/1960	Amos PA	LAB	3571	0
Rodney	11/26/1960	Hunter GD	SC	2150	0
Rodney	11/30/1963	Scott WJ	NAT	8065	1
Rodney	11/30/1963	Pickett CM	LAB	3745	0
Rodney	11/30/1963	McConachy NC	SC	2855	0
Rodney	11/26/1966	Scott WJ	NAT	7155	1
Rodney	11/26/1966	McConachy NC	SC	4433	0
Rodney	11/26/1966	Pickett CM	LAB	3276	0
Rodney	11/29/1969	Wilkinson PI	NAT	7451	1
Rodney	11/29/1969	McConachy NC	SC	4619	0
Rodney	11/29/1969	Uttinger HJ	LAB	2901	0
Rodney	11/29/1969	Shields JE	CP	437	0
Rodney	11/25/1972	Wilkinson PI	NAT	8916	1
Rodney	11/25/1972	Trim PW	LAB	4409	0
Rodney	11/25/1972	Allan JMcA	SC	2714	0
Rodney	11/25/1972	Levet GL	LR	471	0
Rodney	11/25/1972	Staples RS	V	389	0
Rodney	11/25/1972	Wasey WH	ND	56	0
Rodney	11/29/1975	Wilkinson PI	NAT	12171	1
Rodney	11/29/1975	Prebble J	LAB	4354	0
Rodney	11/29/1975	Bryant GW	SC	3528	0
Rodney	11/29/1975	Roberts JJ	V	1060	0
Rodney	11/29/1975	Caves RH	S	19	0
Rodney	7/14/1984	McKinnon DC	NAT	10023	1
Rodney	7/14/1984	Dent BR	LAB	6147	0
Rodney	7/14/1984	O'Sullivan TP	SC	3779	0
Rodney	7/14/1984	Thompson EE	NZP	3244	0
Roskill	11/27/1946	Langstone FL	LAB	6611	1
Roskill	11/27/1946	McElvoy RG	NAT	6456	0
Roskill	11/30/1949	Rae J	NAT	7372	1
Roskill	11/30/1949	Freeman J	LAB	5957	0
Roskill	11/30/1949	Langstone FL	IL	1097	0
Roskill	9/1/1951	Rae J	NAT	7962	1
Roskill	9/1/1951	Curran PT	LAB	7522	0
Roskill	11/13/1954	Rae J	NAT	7455	1
Roskill	11/13/1954	Morris Mrs E	LAB	5803	0
Roskill	11/13/1954	Sayer W	SC	783	0
Roskill	11/30/1957	Faulkner AJ	LAB	8197	1
Roskill	11/30/1957	Rae J	NAT	6080	0
Roskill	11/30/1957	Langstone FL	SC	527	0
Roskill	11/26/1960	Faulkner AJ	LAB	8141	1
Roskill	11/26/1960	Taylor GGP	NAT	6767	0
Roskill	11/26/1960	Langstone FL	SC	575	0
Roskill	11/26/1960	Ayo Mrs E	C	68	0
Roskill	11/30/1963	Faulkner AJ	LAB	9207	1
Roskill	11/30/1963	Tucker TJL	NAT	5991	0
Roskill	11/30/1963	Howie RWH	SC	749	0
Roskill	11/30/1963	Rose L	LIB	273	0
Roskill	11/30/1963	Hegman RG	C	137	0
Roskill	11/26/1966	Faulkner AJ	LAB	9624	1
Roskill	11/26/1966	Cook AWG	NAT	5802	0
Roskill	11/26/1966	Howie RWH	SC	2218	0
Roskill	11/29/1969	Faulkner AJ	LAB	9067	1
Roskill	11/29/1969	Cook AWG	NAT	5771	0
Roskill	11/29/1969	Howie RWH	SC	1130	0
Roskill	11/25/1972	Faulkner AJ	LAB	9653	1
Roskill	11/25/1972	Priestley JM	NAT	5214	0
Roskill	11/25/1972	Glamuzina BP	SC	923	0
Roskill	11/25/1972	McClintock BV	V	626	0
Roskill	11/25/1972	Howie RWH	ND	211	0
Roskill	11/29/1975	Faulkner AJ	LAB	8276	1
Roskill	11/29/1975	Priestley JM	NAT	7746	0
Roskill	11/29/1975	Hansen GL	V	1037	0
