Electorate	Date	Candidate	Party	Votes	Elected	IncumbentOverride
Dunedin North	11/8/2008	WOODHOUSE, Michael	National	9972	0	
Dunedin North	11/8/2008	TUREI, Metiria	GP	3611	0	
Dunedin North	11/8/2008	CALVERT, Hilary	ACT	573	0	
Dunedin North	11/8/2008	CRAWFORD, Julian	ALCP	483	0	
Dunedin North	11/8/2008	BILLOT, Victor	Alliance	448	0	
Dunedin North	11/8/2008	EDWARDS, Mary	UFNZ	228	0	
Dunedin North	11/8/2008	McRAE, Olive	NZDSC	105	0	
Dunedin South	11/8/2008	CURRAN, Clare	Labour	19199	1	
Dunedin South	11/8/2008	POWELL, Conway	National	12750	0	
Dunedin South	11/8/2008	GALLAGHER, Shane	GP	2511	0	
Dunedin South	11/8/2008	NICHOLLS, Colin	ACT	528	0	
Dunedin South	11/8/2008	McALPINE, J M	Progressive	498	0	
Dunedin South	11/8/2008	MOFFAT, Pauline	UFNZ	264	0	
Dunedin South	11/8/2008	WESCOMBE, Philip	KIWI	261	0	
Dunedin South	11/8/2008	BERNHARDT, David	I	222	0	
Dunedin South	11/8/2008	MURRAY, Kay	Alliance	199	0	
Dunedin South	11/8/2008	McINTOSH, Dawn	NZDSC	172	0	
Dunedin South	11/8/2008	WANSINK, Robert	RATC	113	0	
East Coast	11/8/2008	TOLLEY, Anne	National	16463	1	
East Coast	11/8/2008	MACKEY, Moana	Labour	10050	0	
East Coast	11/8/2008	HORAN, Brendan	NZF	2147	0	
East Coast	11/8/2008	DELAHUNTY, Catherine	GP	1684	0	
East Coast	11/8/2008	TURNER, Judy	UFNZ	1040	0	
East Coast Bays	11/8/2008	McCULLY, Murray	National	20151	1	
East Coast Bays	11/8/2008	GOLDSMITH, Vivienne (Viv)	Labour	6177	0	
East Coast Bays	11/8/2008	ADAMS, Paul	FAM	3570	0	
East Coast Bays	11/8/2008	BRADFORD, Sue	GP	2263	0	
East Coast Bays	11/8/2008	KRONFELD, Tim	ACT	1246	0	
East Coast Bays	11/8/2008	JONES, Dail	NZF	730	0	
East Coast Bays	11/8/2008	HUTTON, Toby	NCAWAP	283	0	
East Coast Bays	11/8/2008	McINNES, Ian	UFNZ	215	0	
East Coast Bays	11/8/2008	ZAMORA, Elah	LIB	56	0	
Epsom	11/8/2008	HIDE, Rodney	ACT	21102	1	
Epsom	11/8/2008	WORTH, Richard	National	8220	0	
Epsom	11/8/2008	SUTTON, Kate	Labour	5112	0	
Epsom	11/8/2008	LOCKE, Keith	GP	2787	0	
Epsom	11/8/2008	TUCK, Janet	UFNZ	163	0	
Epsom	11/8/2008	HADEN, Grace	KIWI	114	0	
Epsom	11/8/2008	COPELAND, Rafe	RAM	79	0	
Epsom	11/8/2008	BISHOP, Andrena	HR	68	0	
Hamilton East	11/8/2008	BENNETT, David	National	19441	1	
Hamilton East	11/8/2008	MORONEY, Sue	Labour	10621	0	
Hamilton East	11/8/2008	PERSSON, Linda	GP	1433	0	
Hamilton East	11/8/2008	WOOLERTON, Doug	NZF	830	0	
Hamilton East	11/8/2008	MALLETT, Garry B	ACT	420	0	
Hamilton East	11/8/2008	JACKSON, Robyn	KIWI	180	0	
Hamilton East	11/8/2008	WHITE, Rochelle	UFNZ	168	0	
Hamilton East	11/8/2008	McKENZIE, Carolyn	NZDSC	54	0	
Hamilton East	11/8/2008	GIELEN, Jack	RONZP	41	0	
Hamilton West	11/8/2008	MACINDOE, Tim	National	16163	1	
Hamilton West	11/8/2008	GALLAGHER, Martin	Labour	14545	0	
Hamilton West	11/8/2008	STEVENS, Dale	GP	1389	0	
Hamilton West	11/8/2008	PARKER, Ian	ACT	543	0	
Hamilton West	11/8/2008	SMITH, Ken	UFNZ	218	0	
Hamilton West	11/8/2008	VATSYAYANN, Suresh	I	157	0	
Hamilton West	11/8/2008	WIKIRIWHI, Tim	LIB	112	0	
Hauraki-Waikato	11/8/2008	MAHUTA, Nanaia	Labour	9349	1	
Hauraki-Waikato	11/8/2008	GREENSILL, Angeline Ngahina	Maori	8461	0	
Helensville	11/8/2008	KEY, John	National	26771	1	
Helensville	11/8/2008	FENTON, Darien	Labour	6224	0	
Helensville	11/8/2008	CLENDON, David	GP	2166	0	
Helensville	11/8/2008	GARRETT, David	ACT	811	0	
Helensville	11/8/2008	LOVELOCK, Angela	UFNZ	309	0	
Helensville	11/8/2008	OSBORNE, Peter	LIB	89	0	
Hunua	11/8/2008	HUTCHISON, Paul	National	21920	1	
Hunua	11/8/2008	CARTER, Jordan	Labour	6062	0	
Hunua	11/8/2008	DOUGLAS, Roger Owen	ACT	3068	0	
Hunua	11/8/2008	KENWORTHY (SHAW), Fiona	GP	1525	0	
Hunua	11/8/2008	MULFORD, Helen	NZF	997	0	
Hunua	11/8/2008	NAEA, Frank	KIWI	209	0	
Hunua	11/8/2008	DRILLER, Toni	UFNZ	195	0	
Hunua	11/8/2008	WHITEHEAD, Bruce	LIB	56	0	
Hutt South	11/8/2008	MALLARD, Trevor	Labour	16690	1	
Hutt South	11/8/2008	QUINN, Paul	National	12604	0	
Hutt South	11/8/2008	HORROCKS, Virginia	GP	2635	0	
Hutt South	11/8/2008	SMITH, Murray	UFNZ	812	0	
Hutt South	11/8/2008	MITCHELL, Lindsay	ACT	655	0	
Hutt South	11/8/2008	CHIN, Camilia	KIWI	380	0	
Hutt South	11/8/2008	HOWISON, Phil	LIB	93	0	
Ikaroa-Rawhiti	11/8/2008	HOROMIA, Parekura	Labour	9927	1	
Ikaroa-Rawhiti	11/8/2008	FOX, Derek Tinia	Maori	8282	0	
Ikaroa-Rawhiti	11/8/2008	TIPENE, Bevan	GP	1070	0	
Ilam	11/8/2008	BROWNLEE, Gerry	National	20648	1	
Ilam	11/8/2008	YAU, Sam	Labour	8755	0	
Ilam	11/8/2008	GRAHAM, Kennedy	GP	4444	0	
Ilam	11/8/2008	HUTCHINSON, Craig	Progressive	828	0	
Ilam	11/8/2008	DAVIDSON, Brian	ACT	775	0	
Ilam	11/8/2008	PICKERING, John	UFNZ	449	0	
Ilam	11/8/2008	WEUSTEN, David	KIWI	393	0	
Invercargill	11/8/2008	ROY, Eric	National	19414	1	
Invercargill	11/8/2008	SOPER, Lesley	Labour	12750	0	
Invercargill	11/8/2008	CARSON, Craig	GP	1718	0	
Invercargill	11/8/2008	CARLINE, Ian	ACT	416	0	
Invercargill	11/8/2008	SMITH, Maureen	UFNZ	258	0	
Invercargill	11/8/2008	PLEASANCE, Shane	LIB	131	0	
Kaikoura	11/8/2008	KING, Colin	National	20374	1	
Kaikoura	11/8/2008	McNAMARA, Brian	Labour	9297	0	
Kaikoura	11/8/2008	BROWNING, Steffan	GP	2823	0	
Kaikoura	11/8/2008	BELCHER, Al	KIWI	1127	0	
Kaikoura	11/8/2008	KING, Linda Waimarie	NZF	959	0	
Kaikoura	11/8/2008	TATTERSFIELD, Dave	ACT	443	0	
Kaikoura	11/8/2008	CHRISTIE, Coralie	UFNZ	131	0	
Kaikoura	11/8/2008	McCASKEY, John S J	NZDSC	112	0	
Mana	11/8/2008	LABAN, Winnie	Labour	18070	1	
Mana	11/8/2008	PARATA, Hekia	National	11915	0	
Mana	11/8/2008	GILCHRIST, Michael	GP	2288	0	
Mana	11/8/2008	COLLINS, Mike	ACT	628	0	
Mana	11/8/2008	GUNSTON, Robin	UFNZ	472	0	
Mana	11/8/2008	MACLACHLAN, Renton	KIWI	337	0	
Mana	11/8/2008	MANU, Tim Salele'a	NZPP	282	0	
Mana	11/8/2008	GOODE, Richard	LIB	64	0	
Mangere	11/8/2008	SIO, Su'a William	Labour	12651	1	
Mangere	11/8/2008	FIELD, Taito Lemalu Phillip	NZPP	5525	0	
Mangere	11/8/2008	HARRIS, Mita	National	3368	0	
Mangere	11/8/2008	FILIPAINA, Galumalemana Jerry	FAM	999	0	
Mangere	11/8/2008	STRICKSON-PUA, Muamua Sofi	GP	541	0	
Mangere	11/8/2008	SOLOMON, Pulotu Selio	UFNZ	443	0	
Mangere	11/8/2008	TABACHNIK, Michael	ACT	247	0	
Mangere	11/8/2008	FOWLER, Roger	RAM	154	0	
Mangere	11/8/2008	PO'E, Tala	Progressive	150	0	
Mangere	11/8/2008	MATATUMUA, Lemalu Talia	I	63	0	
Manukau East	11/8/2008	ROBERTSON, Ross	Labour	17254	1	
Manukau East	11/8/2008	BAKSHI, Kanwaljit Singh	National	4809	0	
Manukau East	11/8/2008	LEAVASA, Tevaga Sione	NZPP	1406	0	
Manukau East	11/8/2008	MURPHY, Lyn	ACT	693	0	
Manukau East	11/8/2008	PAPALI'I, Papali'i Poutoa	FAM	648	0	
Manukau East	11/8/2008	WYND, Donna	GP	628	0	
Manukau East	11/8/2008	BARNARD, Trevor	Progressive	333	0	
Manukau East	11/8/2008	STITT, Kevin	KIWI	155	0	
Manukau East	11/8/2008	HEAD, Manogi Turua	UFNZ	112	0	
Manukau East	11/8/2008	WHITMORE, Daphna	WP	55	0	
Manukau East	11/8/2008	VERMUNT, Annalucia	CL	16	0	
Manurewa	11/8/2008	HAWKINS, George	Labour	13511	1	
Manurewa	11/8/2008	CALDER, Cam	National	6785	0	
Manurewa	11/8/2008	VITALE, Vui K Sapa'u	NZPP	1138	0	
Manurewa	11/8/2008	JOHNSON, Alan	GP	963	0	
Manurewa	11/8/2008	BAILEY, Michael James	ACT	879	0	
Manurewa	11/8/2008	HALL, John	NZF	707	0	
Manurewa	11/8/2008	LEWIS, Richard	FAM	514	0	
Manurewa	11/8/2008	BAINS, Sukhdev Singh	Progressive	263	0	
Manurewa	11/8/2008	STOWERS, Jim	UFNZ	185	0	
Manurewa	11/8/2008	KHAN, Amjad	KIWI	92	0	
Maungakiekie	11/8/2008	LOTU-IIGA, Peseta Sam	National	15491	1	
Maungakiekie	11/8/2008	BEAUMONT, Carol	Labour	13549	0	
Maungakiekie	11/8/2008	PARATENE, Rawiri	GP	1639	0	
Maungakiekie	11/8/2008	McQUILKAN, Athol	ACT	969	0	
Maungakiekie	11/8/2008	ROBSON, Matt	Progressive	756	0	
Maungakiekie	11/8/2008	LOLE-TAYLOR, Asenati	NZF	630	0	
Maungakiekie	11/8/2008	KRUM, Denise	UFNZ	413	0	
Maungakiekie	11/8/2008	JONES, Darren	NZPP	246	0	
Maungakiekie	11/8/2008	OGILVY, Bernie	KIWI	173	0	
Maungakiekie	11/8/2008	BLADE, Elliott	RAM	85	0	
Maungakiekie	11/8/2008	BROWN, Patrick	CL	58	0	
Mt Albert	11/8/2008	CLARK, Helen Elizabeth	Labour	20157	1	
Mt Albert	11/8/2008	MUSUKU, Ravi	National	9806	0	
Mt Albert	11/8/2008	CARAPIET, Jon	GP	2019	0	
Mt Albert	11/8/2008	McCABE, Kathleen	ACT	1392	0	
Mt Albert	11/8/2008	DAWSON, Christian	KIWI	249	0	
Mt Albert	11/8/2008	SIILATA, Milo	NZPP	234	0	
Mt Albert	11/8/2008	van den HEUVEL, Anthony Joseph	HR	87	0	
Mt Albert	11/8/2008	LLEWELL, Dave	RONZP	53	0	
Mt Roskill	11/8/2008	GOFF, Phil	Labour	18615	1	
Mt Roskill	11/8/2008	BLUE, Jackie	National	12197	0	
Mt Roskill	11/8/2008	ER, Lisa	GP	1086	0	
Mt Roskill	11/8/2008	TAN, Shawn	ACT	718	0	
Mt Roskill	11/8/2008	REBELLO, Joseph	KIWI	310	0	
Mt Roskill	11/8/2008	WILSON, Neville	UFNZ	211	0	
Mt Roskill	11/8/2008	AMIRAPU, Suki	Progressive	155	0	
Mt Roskill	11/8/2008	LAWLESS, Daphne	RAM	67	0	
Napier	11/8/2008	TREMAIN, Chris	National	20898	1	
Napier	11/8/2008	FAIRBROTHER, Russell	Labour	11880	0	
Napier	11/8/2008	STANSFIELD, Brett	GP	1801	0	
Napier	11/8/2008	ORMOND, John	ACT	428	0	
Nelson	11/8/2008	SMITH, Nick	National	20471	1	
Nelson	11/8/2008	STREET, Maryan	Labour	12000	0	
Nelson	11/8/2008	MELLOR, Diana	GP	2605	0	
Nelson	11/8/2008	WESTLEY, Robin	KIWI	312	0	
Nelson	11/8/2008	HUFFLETT, Paul	ACT	306	0	
Nelson	11/8/2008	DEAL, Kelvin	UFNZ	138	0	
New Lynn	11/8/2008	CUNLIFFE, David	Labour	17331	1	
New Lynn	11/8/2008	GROSER, Tim	National	13306	0	
New Lynn	11/8/2008	DEWAR, Kath	GP	2200	0	
New Lynn	11/8/2008	TASKER, Michael	ACT	1011	0	
New Lynn	11/8/2008	DALGLEISH, Kerryanne	UFNZ	330	0	
New Lynn	11/8/2008	KAZEMI YAZDI, Mohammad	Progressive	244	0	
New Plymouth	11/8/2008	YOUNG, Jonathan	National	16539	1	
New Plymouth	11/8/2008	DUYNHOVEN, Harry	Labour	16434	0	
New Plymouth	11/8/2008	KANE, Rusty	I	756	0	
New Plymouth	11/8/2008	ALBERS, Chris	ACT	455	0	
New Plymouth	11/8/2008	WEBBER, Mike	LIB	141	0	
North Shore	11/8/2008	MAPP, Wayne	National	23824	1	
North Shore	11/8/2008	TWYFORD, Phil	Labour	9250	0	
North Shore	11/8/2008	WATSON, Pieter	GP	2389	0	
North Shore	11/8/2008	BOSCAWEN, John	ACT	1528	0	
North Shore	11/8/2008	GREGORY, Joe	NZF	612	0	
North Shore	11/8/2008	CLEARY, Louise	FAM	514	0	
North Shore	11/8/2008	LIGHT, Damian	UFNZ	261	0	
North Shore	11/8/2008	MURPHY, Michael	LIB	94	0	
North Shore	11/8/2008	COOPER, Stephen	RAM	47	0	
Northcote	11/8/2008	COLEMAN, Jonathan	National	20132	1	
Northcote	11/8/2008	McCRACKEN, Hamish	Labour	10772	0	
Northcote	11/8/2008	ELLEY, Jeanette	GP	2046	0	
Northcote	11/8/2008	KEARNEY, Nick	ACT	664	0	
Northcote	11/8/2008	XU, Angela	FAM	549	0	
Northcote	11/8/2008	HILL, Brenda	Progressive	199	0	
Northcote	11/8/2008	McDONALD, Barry	KIWI	144	0	
Northcote	11/8/2008	DROMGOOL, Steven	UFNZ	143	0	
Northcote	11/8/2008	LINTON, Peter	LIB	77	0	
Northcote	11/8/2008	DOHERTY, Benjamin	RAM	60	0	
Northland	11/8/2008	CARTER, John	National	19889	1	
Northland	11/8/2008	JONES, Shane	Labour	9835	0	
Northland	11/8/2008	LEIDING, Martin	GP	2311	0	
Northland	11/8/2008	WOOD, Alan (Smilie)	ACT	565	0	
Northland	11/8/2008	SHAW, Mike	KIWI	381	0	
Northland	11/8/2008	TAYLOR, Melanie	FAM	319	0	
Northland	11/8/2008	WILSON, David	NZDSC	171	0	
Northland	11/8/2008	JOHNSON, Phil	UFNZ	162	0	
Ohariu	11/8/2008	DUNNE, Peter Francis	UFNZ	12303	1	
Ohariu	11/8/2008	CHAUVEL, Charles	Labour	11297	0	
Ohariu	11/8/2008	SHANKS, Katrina	National	10009	0	
Ohariu	11/8/2008	HUGHES, Gareth	GP	2665	0	
Ohariu	11/8/2008	SISON, Joel	KIWI	522	0	
Ohariu	11/8/2008	du PLESSIS, Colin	ACT	487	0	
Ohariu	11/8/2008	STRYPE, Danyl	ALCP	330	0	
Ohariu	11/8/2008	BUCHANAN, Kelly	Alliance	111	0	
Otaki	11/8/2008	GUY, Nathan	National	18885	1	
Otaki	11/8/2008	HUGHES, Darren	Labour	17531	0	
Otaki	11/8/2008	KEBBELL, Jim	GP	1029	0	
Otaki	11/8/2008	SCOTT, David John	NZF	778	0	
Otaki	11/8/2008	PAGANI, Josie	Progressive	221	0	
Otaki	11/8/2008	McCAFFREY, Peter	ACT	210	0	
Otaki	11/8/2008	BROWN, Diane	UFNZ	148	0	
Pakuranga	11/8/2008	WILLIAMSON, Maurice	National	21430	1	
Pakuranga	11/8/2008	KELLY, Brian	Labour	7524	0	
Pakuranga	11/8/2008	JOLLANDS, Andrew	ACT	2205	0	
Pakuranga	11/8/2008	DORNER, Zachary	GP	1480	0	
Pakuranga	11/8/2008	PARAONE, Pita	NZF	1146	0	
Pakuranga	11/8/2008	TODD, Quentin	UFNZ	409	0	
Pakuranga	11/8/2008	LY, Jeffrey	Progressive	354	0	
Pakuranga	11/8/2008	HILDER, Brian	KIWI	252	0	
Palmerston North	11/8/2008	LEES-GALLOWAY, Iain	Labour	15977	1	
Palmerston North	11/8/2008	PLIMMER, Malcolm	National	14860	0	
Palmerston North	11/8/2008	O'HALLORAN, Lawrence	GP	1509	0	
Palmerston North	11/8/2008	ODERING, Graham	NZF	658	0	
Palmerston North	11/8/2008	DITTMER, Kevin	ACT	420	0	
Palmerston North	11/8/2008	LUCAS, Debbie	Progressive	261	0	
Palmerston North	11/8/2008	OWEN, Frank	UFNZ	259	0	
Palmerston North	11/8/2008	SETON, Grant	I	107	0	
Palmerston North	11/8/2008	CHATHA, Arshad	I	74	0	
Papakura	11/8/2008	COLLINS, Judith	National	18816	1	
Papakura	11/8/2008	HEREORA, David	Labour	8539	0	
Papakura	11/8/2008	CATCHPOLE, Brent	NZF	1504	0	
Papakura	11/8/2008	GRIMWOOD, Rachel	GP	1283	0	
Papakura	11/8/2008	THOMPSON, John	ACT	1057	0	
Papakura	11/8/2008	MOCKRIDGE, Bryan Penquinn	UFNZ	225	0	
Papakura	11/8/2008	O'DEA, Pat	RAM	102	0	
Port Hills	11/8/2008	DYSON, Ruth	Labour	16834	1	
Port Hills	11/8/2008	HEFFERNAN, Terry	National	13382	0	
Port Hills	11/8/2008	BURSTON, Joseph	GP	3464	0	
Port Hills	11/8/2008	CLEARWATER, Phil	Progressive	1144	0	
Port Hills	11/8/2008	RUSSELL, Geoff	ACT	500	0	
Port Hills	11/8/2008	GRAY, Wilton	KIWI	337	0	
Port Hills	11/8/2008	LOOMES, Robin Andrew	UFNZ	215	0	
Port Hills	11/8/2008	McKENZIE, Andrew John	Alliance	153	0	
Rangitata	11/8/2008	GOODHEW, Jo	National	21759	1	
Rangitata	11/8/2008	BLANCHARD, Julian	Labour	13647	0	
Rangitata	11/8/2008	BUNTING, Tony	KIWI	759	0	
Rangitata	11/8/2008	McCAW, Peter	ACT	655	0	
Rangitata	11/8/2008	TEW, Paul	I	555	0	
Rangitata	11/8/2008	WARD, Brian	UFNZ	230	0	
Rangitikei	11/8/2008	POWER, Simon	National	21801	1	
Rangitikei	11/8/2008	ANGUS BURNEY, Jills	Labour	9759	0	
Rangitikei	11/8/2008	GIBSON, Steve	I	786	0	
Rangitikei	11/8/2008	THOMPSON, Jean	ACT	535	0	
Rangitikei	11/8/2008	LANGFORD, John	UFNZ	300	0	
Rimutaka	11/8/2008	HIPKINS, Christopher John	Labour	13735	1	
Rimutaka	11/8/2008	WHITESIDE, Richard	National	12982	0	
Rimutaka	11/8/2008	MARK, Ron	NZF	5257	0	
Rimutaka	11/8/2008	VIGRASS, Lynette	GP	1755	0	
Rimutaka	11/8/2008	HURN, Jenni	UFNZ	522	0	
Rimutaka	11/8/2008	KEARNEY, Nigel	ACT	453	0	
Rimutaka	11/8/2008	MAURICE, John	Progressive	272	0	
Rodney	11/8/2008	SMITH, Lockwood	National	22698	1	
Rodney	11/8/2008	ROBERTS, Conor	Labour	7063	0	
Rodney	11/8/2008	HAY, David	GP	2890	0	
Rodney	11/8/2008	GOOD, Beryl	ACT	1760	0	
Rodney	11/8/2008	MARTIN, Tracey	NZF	1599	0	
Rodney	11/8/2008	ADAMS, Karl	FAM	735	0	
Rodney	11/8/2008	DYER, Simonne	KIWI	581	0	
Rodney	11/8/2008	DEAL, Kathleen	UFNZ	245	0	
Rongotai	11/8/2008	KING, Annette	Labour	19614	1	
Rongotai	11/8/2008	FINLAYSON, Christopher	National	10594	0	
Rongotai	11/8/2008	NORMAN, Russel	GP	5925	0	
Rongotai	11/8/2008	COPELAND, Gordon	KIWI	515	0	
Rongotai	11/8/2008	BRIDGE, Michael	ACT	425	0	
Rongotai	11/8/2008	MUTHU, Karuna	UFNZ	223	0	
Rongotai	11/8/2008	LEES, Mitch	LIB	100	0	
Rotorua	11/8/2008	McCLAY, Todd	National	17700	1	
Rotorua	11/8/2008	CHADWICK, Steve (Stephanie)	Labour	12635	0	
Rotorua	11/8/2008	SAVILLE, Raewyn	GP	1665	0	
Rotorua	11/8/2008	SMITH, Daryl	KIWI	365	0	
Rotorua	11/8/2008	SOLOMON, Arthur	UFNZ	241	0	
Rotorua	11/8/2008	ROGERS, Grant	RAM	145	0	
Rotorua	11/8/2008	STEVENS, Fred	LIB	82	0	
Selwyn	11/8/2008	ADAMS, Amy	National	21836	1	
Selwyn	11/8/2008	COATES, David	Labour	10761	0	
Selwyn	11/8/2008	MAIN, Philippa	Progressive	1316	0	
Selwyn	11/8/2008	WOODS, Bill	I	603	0	
Selwyn	11/8/2008	WATSON, Ivor	ACT	539	0	
Selwyn	11/8/2008	DENNIS, Samuel	FAM	493	0	
Selwyn	11/8/2008	WILLIAMSON, Eleanor	KIWI	296	0	
Selwyn	11/8/2008	NORMAN, Victoria	UFNZ	253	0	
Tamaki	11/8/2008	PEACHEY, Allan	National	24863	1	
Tamaki	11/8/2008	BARTLEY, Josephine	Labour	7843	0	
Tamaki	11/8/2008	LECKINGER, Richard	GP	2216	0	
Tamaki	11/8/2008	SIMMONS, Chris	ACT	1683	0	
Tamaki	11/8/2008	NABBS, Doug	NZF	639	0	
Tamaki	11/8/2008	TAYLOR, Ralph	Progressive	292	0	
Tamaki	11/8/2008	GRAYDON, Gregory	UFNZ	282	0	
Tamaki Makaurau	11/8/2008	SHARPLES, Pita	Maori	12876	1	
Tamaki Makaurau	11/8/2008	WALL, Louisa Hareruia	Labour	5336	0	
Tamaki Makaurau	11/8/2008	CURTIS, Mikaere	GP	931	0	
Tamaki Makaurau	11/8/2008	KUPENGA, Vapi	KIWI	129	0	
Tamaki Makaurau	11/8/2008	TE WAAKA, Kane	I	122	0	
Tamaki Makaurau	11/8/2008	NATHAN, Marama	I	120	0	
Taranaki-King Country	11/8/2008	ARDERN, Shane	National	21834	1	
Taranaki-King Country	11/8/2008	van de WEERT, Renee	Labour	6216	0	
Taranaki-King Country	11/8/2008	HAMILL, Rob	GP	2675	0	
Taranaki-King Country	11/8/2008	IZARD, William	ACT	767	0	
Taranaki-King Country	11/8/2008	PARKER, Iain	NZDSC	302	0	
Taupo	11/8/2008	UPSTON, Louise	National	20211	1	
Taupo	11/8/2008	BURTON, Mark	Labour	13766	0	
Taupo	11/8/2008	EDWARDS, Max	UFNZ	377	0	
Taupo	11/8/2008	MAC, Robbie	I	313	0	
Taupo	11/8/2008	BLOXHAM, Martin	I	236	0	
Tauranga	11/8/2008	BRIDGES, Simon	National	21051	1	
Tauranga	11/8/2008	PETERS, Winston	NZF	9309	0	
Tauranga	11/8/2008	PANKHURST, Anne	Labour	2856	0	
Tauranga	11/8/2008	BALDOCK, Larry	KIWI	1893	0	
Tauranga	11/8/2008	SUMMERHAYS, Karen	GP	1461	0	
Tauranga	11/8/2008	SCOTT, Ron	ACT	217	0	
Tauranga	11/8/2008	EATWELL, Gray	I	111	0	
Tauranga	11/8/2008	WILLOCKS, John D	UFNZ	76	0	
Tauranga	11/8/2008	RANSOM, Katherine	NZDSC	31	0	
Tauranga	11/8/2008	LEAMING, Terry	I	30	0	
Tauranga	11/8/2008	MACARTNEY, David	RONZP	20	0	
Te Atatu	11/8/2008	CARTER, Chris	Labour	16459	1	
Te Atatu	11/8/2008	HENARE, Tau	National	11161	0	
Te Atatu	11/8/2008	GOLDIE, Xavier	GP	1003	0	
Te Atatu	11/8/2008	BELTOWSKI, Lech	ACT	891	0	
Te Atatu	11/8/2008	AH TONG, Fiasili Jackueline	NZPP	435	0	
Te Atatu	11/8/2008	van KEMPEN, Jo	KIWI	260	0	
Te Atatu	11/8/2008	SOLOMON-MUA, Talei	UFNZ	250	0	
Te Atatu	11/8/2008	ROY, Pavitra	Progressive	244	0	
Te Atatu	11/8/2008	van RUYSSEVELT, Robert	Alliance	94	0	
Te Tai Hauauru	11/8/2008	TURIA, Tariana	Maori	13406	1	
Te Tai Hauauru	11/8/2008	MASON, Errol	Labour	5589	0	
Te Tai Tokerau	11/8/2008	HARAWIRA, Hone Pani Tamati Waka Nene	Maori	12019	1	
Te Tai Tokerau	11/8/2008	DAVIS, Kelvin Glen	Labour	5711	0	
Te Tai Tokerau	11/8/2008	DANIELS, Judy	ALCP	788	0	
Te Tai Tokerau	11/8/2008	TASHKOFF, Peter	ACT	680	0	
Te Tai Tokerau	11/8/2008	RANKIN, David	HP	202	0	
Te Tai Tonga	11/8/2008	KATENE, Rahui	Maori	9011	1	
Te Tai Tonga	11/8/2008	OKEROA, Mahara	Labour	7962	0	
Te Tai Tonga	11/8/2008	LANGSBURY, Dora Roimata	GP	2076	0	
Tukituki	11/8/2008	FOSS, Craig	National	20103	1	
Tukituki	11/8/2008	BARKER, Rick	Labour	12292	0	
Tukituki	11/8/2008	DUTHIE, Quentin	GP	1792	0	
Tukituki	11/8/2008	LENNOX, Duncan	ACT	523	0	
Tukituki	11/8/2008	PATCHETT, Dawn	Progressive	270	0	
Tukituki	11/8/2008	O'NEILL, Thomas	Alliance	104	0	
Tukituki	11/8/2008	PULFORD, Barry	NZDSC	73	0	
Waiariki	11/8/2008	FLAVELL, Te Ururoa	Maori	12781	1	
Waiariki	11/8/2008	RIRINUI, Mita	Labour	5969	0	
Waikato	11/8/2008	TISCH, Lindsay	National	20122	1	
Waikato	11/8/2008	ARDERN, Jacinda	Labour	7272	0	
Waikato	11/8/2008	HARPER, Wendy	GP	1484	0	
Waikato	11/8/2008	STEWART, Barbara	NZF	1353	0	
Waikato	11/8/2008	DAVIES, Mark	ACT	1089	0	
Waikato	11/8/2008	ROSS, James	KIWI	278	0	
Waikato	11/8/2008	PEMBERTON, John	NZDSC	122	0	
Waimakariri	11/8/2008	COSGROVE, Clayton	Labour	16360	1	
Waimakariri	11/8/2008	WILKINSON, Kate	National	15970	0	
Waimakariri	11/8/2008	KEOWN, Aaron	ACT	1717	0	
Waimakariri	11/8/2008	LIEFTING, Alan	GP	1253	0	
Waimakariri	11/8/2008	MARK-SHADBOLT, Melanie	NZF	1157	0	
Waimakariri	11/8/2008	BAKER, Leighton	KIWI	536	0	
Waimakariri	11/8/2008	SHEFFIELD-CRANSTOUN, Kelleigh	UFNZ	114	0	
Wairarapa	11/8/2008	HAYES, John	National	18524	1	
Wairarapa	11/8/2008	MACKENZIE, Denise	Labour	11766	0	
Wairarapa	11/8/2008	PERRY, Edwin J	NZF	2646	0	
Wairarapa	11/8/2008	WOODCOCK, Michael	GP	1878	0	
Wairarapa	11/8/2008	ATKINSON, Shane	ACT	721	0	
Wairarapa	11/8/2008	McGRATH, Richard	LIB	453	0	
Wairarapa	11/8/2008	REEVES, Graeme	UFNZ	219	0	
Wairarapa	11/8/2008	TUBMAN, Amy	Alliance	101	0	
Waitakere	11/8/2008	BENNETT, Paula	National	13704	1	
Waitakere	11/8/2008	PILLAY, Lynne	Labour	13072	0	
Waitakere	11/8/2008	STEWART, Gary	GP	1676	0	
Waitakere	11/8/2008	McNAIR, Craig	NZF	597	0	
Waitakere	11/8/2008	RIDDELL, John G	ACT	482	0	
Waitakere	11/8/2008	MISA TUPOU, Fia	NZPP	448	0	
Waitakere	11/8/2008	KIDD, Michael	FAM	358	0	
Waitakere	11/8/2008	BECKMANNFLAY, Rita	I	107	0	
Waitakere	11/8/2008	ETHELL, Sandra	Alliance	78	0	
Waitaki	11/8/2008	DEAN, Jacqui	National	23649	1	
Waitaki	11/8/2008	PARKER, David	Labour	12610	0	
Waitaki	11/8/2008	BRIGGS, Oliver	GP	1916	0	
Waitaki	11/8/2008	FRASER, John	ACT	516	0	
Waitaki	11/8/2008	MAIN, Claire	Progressive	333	0	
Waitaki	11/8/2008	VAN WIEREN, Hessel	NZDSC	140	0	
Waitaki	11/8/2008	MacRITCHIE, Norman	Alliance	93	0	
